MsgID.GLOBAL_POSITION,0.0000000,-122.3974492,37.7924816,0.1580000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,52.7250000,0.1811153,0.0673631,-0.1584545
MsgID.LOCAL_VELOCITY,52.7250000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924805,0.1240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,52.9760000,0.0556522,0.0028967,-0.1240941
MsgID.LOCAL_VELOCITY,52.9760000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974502,37.7924790,0.0920000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,53.2250000,-0.1014523,-0.0261395,-0.0921079
MsgID.LOCAL_VELOCITY,53.2250000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974514,37.7924789,0.0670000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,53.4750000,-0.1121470,-0.1332889,-0.0671391
MsgID.LOCAL_VELOCITY,53.4750000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974492,37.7924809,0.0500000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,53.7260000,0.1045312,0.0655998,-0.0509636
MsgID.LOCAL_VELOCITY,53.7260000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974489,37.7924803,0.0440000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,53.9760000,0.0370218,0.0944091,-0.0447227
MsgID.LOCAL_VELOCITY,53.9760000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924804,0.0470000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,54.2260000,0.0491437,-0.0004193,-0.0470567
MsgID.LOCAL_VELOCITY,54.2260000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924810,0.0540000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,54.4750000,0.1175405,0.0010745,-0.0548780
MsgID.LOCAL_VELOCITY,54.4750000,-0.0000103,-0.0000052,0.0000054
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974491,37.7924798,0.0650000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,54.7260000,-0.0204215,0.0745298,-0.0654411
MsgID.LOCAL_VELOCITY,54.7260000,-0.0000218,0.0000090,0.0000072
MsgID.GLOBAL_POSITION,0.0000000,-122.3974492,37.7924797,0.0730000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,54.9770000,-0.0281073,0.0636226,-0.0739723
MsgID.LOCAL_VELOCITY,54.9770000,0.0000057,-0.0000066,0.0000057
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924798,0.0790000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,55.2270000,-0.0152276,-0.0005249,-0.0799330
MsgID.LOCAL_VELOCITY,55.2270000,0.0000079,0.0000008,0.0000119
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924786,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,55.4780000,-0.1969270,0.2913330,-0.0822125
MsgID.LOCAL_VELOCITY,55.4780000,0.0000072,-0.0000237,0.0000074
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974512,37.7924793,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,55.7290000,-0.1247590,0.1820533,-0.0824990
MsgID.LOCAL_VELOCITY,55.7290000,-0.0000028,0.0000014,0.0000153
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924799,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,55.9790000,-0.0523061,0.2618937,-0.0824996
MsgID.LOCAL_VELOCITY,55.9790000,0.0000112,0.0000080,0.0000074
MsgID.LOCAL_POSITION,56.2300000,-0.0516950,0.4190504,-0.0824995
MsgID.LOCAL_VELOCITY,56.2300000,-0.0000167,0.0000041,0.0000092
MsgID.GLOBAL_POSITION,0.0000000,-122.3974485,37.7924800,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974501,37.7924806,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,56.4790000,0.0233969,0.2815021,-0.0824995
MsgID.LOCAL_VELOCITY,56.4790000,-0.0000000,-0.0000147,0.0000122
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974485,37.7924816,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,56.7290000,0.1333847,0.4258797,-0.0824908
MsgID.LOCAL_VELOCITY,56.7290000,0.0000080,-0.0000145,0.0000107
MsgID.GLOBAL_POSITION,0.0000000,-122.3974492,37.7924809,0.0810000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,56.9810000,0.0505328,0.3623882,-0.0818578
MsgID.LOCAL_VELOCITY,56.9810000,-0.0000298,-0.0000197,0.0000152
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7924797,0.0780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,57.2300000,-0.0834690,0.2390172,-0.0788660
MsgID.LOCAL_VELOCITY,57.2300000,-0.0000065,-0.0000307,-0.0000652
MsgID.GLOBAL_POSITION,0.0000000,-122.3974516,37.7924802,0.0710000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,57.4810000,-0.0285899,0.1501514,-0.0719264
MsgID.LOCAL_VELOCITY,57.4810000,-0.0000069,-0.0000064,0.0000094
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924813,0.0620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,57.7310000,0.0982366,0.2158590,-0.0627467
MsgID.LOCAL_VELOCITY,57.7310000,0.0000185,-0.0000348,0.0000180
MsgID.GLOBAL_POSITION,0.0000000,-122.3974488,37.7924799,0.0520000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,57.9810000,-0.0581700,0.3920649,-0.0523868
MsgID.LOCAL_VELOCITY,57.9810000,0.0000040,-0.0000085,0.0000120
MsgID.GLOBAL_POSITION,0.0000000,-122.3974487,37.7924788,0.1830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-1.5800000
MsgID.LOCAL_POSITION,58.2320000,-0.1832000,0.4076183,-0.1830254
MsgID.LOCAL_VELOCITY,58.2320000,0.0010764,-0.0008782,-1.5823859
MsgID.GLOBAL_POSITION,0.0000000,-122.3974513,37.7924796,0.8700000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,0.0000000,-3.5600000
MsgID.LOCAL_POSITION,58.4820000,-0.0938530,0.1784647,-0.8708543
MsgID.LOCAL_VELOCITY,58.4820000,0.0205512,0.0044125,-3.5617061
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974517,37.7924812,1.8370000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0200000,-4.2300000
MsgID.LOCAL_POSITION,58.7320000,0.0848068,0.1363652,-1.8378134
MsgID.LOCAL_VELOCITY,58.7320000,0.0173779,0.0259682,-4.2321992
MsgID.GLOBAL_POSITION,0.0000000,-122.3974511,37.7924800,2.9790000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0300000,-4.4300000
MsgID.LOCAL_POSITION,58.9820000,-0.0513208,0.1962011,-2.9790387
MsgID.LOCAL_VELOCITY,58.9820000,-0.0156850,0.0394592,-4.4392686
MsgID.GLOBAL_POSITION,0.0000000,-122.3974494,37.7924809,4.0840000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0300000,-4.4600000
MsgID.LOCAL_POSITION,59.2320000,0.0537066,0.3411479,-4.0849400
MsgID.LOCAL_VELOCITY,59.2320000,-0.0193030,0.0381376,-4.4637985
MsgID.GLOBAL_POSITION,0.0000000,-122.3974502,37.7924811,5.1740000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0300000,-3.1800000
MsgID.LOCAL_POSITION,59.4820000,0.0765988,0.2681067,-5.1744032
MsgID.LOCAL_VELOCITY,59.4820000,-0.0174655,0.0310515,-3.1878355
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974505,37.7924799,5.6760000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0200000,-0.6600000
MsgID.LOCAL_POSITION,59.7330000,-0.0571790,0.2421991,-5.6764336
MsgID.LOCAL_VELOCITY,59.7330000,-0.0164279,0.0292066,-0.6672693
MsgID.GLOBAL_POSITION,0.0000000,-122.3974490,37.7924785,5.5660000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0200000,1.4600000
MsgID.LOCAL_POSITION,59.9830000,-0.2169063,0.3769062,-5.5660233
MsgID.LOCAL_VELOCITY,59.9830000,-0.0140038,0.0261917,1.4644184
MsgID.GLOBAL_POSITION,0.0000000,-122.3974477,37.7924785,5.1340000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,2.1600000
MsgID.LOCAL_POSITION,60.2330000,-0.2118518,0.4922463,-5.1345844
MsgID.LOCAL_VELOCITY,60.2330000,-0.0035476,0.0100105,2.1652219
MsgID.GLOBAL_POSITION,0.0000000,-122.3974492,37.7924800,4.5760000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,2.2400000
MsgID.LOCAL_POSITION,60.4840000,-0.0426165,0.3565280,-4.5769906
MsgID.LOCAL_VELOCITY,60.4840000,0.0099336,-0.0100002,2.2478943
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974494,37.7924800,4.0300000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,2.2800000
MsgID.LOCAL_POSITION,60.7350000,-0.0472813,0.3400131,-4.0301495
MsgID.LOCAL_VELOCITY,60.7350000,0.0025701,-0.0127620,2.2814271
MsgID.GLOBAL_POSITION,0.0000000,-122.3974492,37.7924799,3.4190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,2.3300000
MsgID.LOCAL_POSITION,60.9840000,-0.0617958,0.3571126,-3.4183969
MsgID.LOCAL_VELOCITY,60.9840000,-0.0060437,-0.0172105,2.3333156
MsgID.GLOBAL_POSITION,0.0000000,-122.3974496,37.7924799,2.8270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,2.3200000
MsgID.LOCAL_POSITION,61.2350000,-0.0542783,0.3285253,-2.8276114
MsgID.LOCAL_VELOCITY,61.2350000,-0.0086492,-0.0192112,2.3240092
MsgID.GLOBAL_POSITION,0.0000000,-122.3974515,37.7924800,2.2150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,2.3500000
MsgID.LOCAL_POSITION,61.4850000,-0.0420722,0.1532917,-2.2154102
MsgID.LOCAL_VELOCITY,61.4850000,-0.0094877,-0.0127470,2.3503828
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7924786,1.6390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,2.2700000
MsgID.LOCAL_POSITION,61.7350000,-0.2002265,0.2398550,-1.6390395
MsgID.LOCAL_VELOCITY,61.7350000,-0.0087212,-0.0006807,2.2782171
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924783,1.0490000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,2.2700000
MsgID.LOCAL_POSITION,61.9850000,-0.2376864,0.2976197,-1.0493286
MsgID.LOCAL_VELOCITY,61.9850000,0.0023439,0.0033547,2.2745416
MsgID.GLOBAL_POSITION,0.0000000,-122.3974497,37.7924787,0.4930000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,2.2800000
MsgID.LOCAL_POSITION,62.2350000,-0.1944437,0.3153469,-0.4939042
MsgID.LOCAL_VELOCITY,62.2350000,0.0125479,-0.0016456,2.2811029
MsgID.GLOBAL_POSITION,0.0000000,-122.3974511,37.7924801,0.1890000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,62.4850000,-0.0356080,0.1895967,-0.1890610
MsgID.LOCAL_VELOCITY,62.4850000,-0.0000351,0.0000085,0.0000151
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974513,37.7924808,0.1960000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,62.7350000,0.0476505,0.1716672,-0.1961859
MsgID.LOCAL_VELOCITY,62.7350000,-0.0000008,-0.0000078,0.0000155
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924795,0.1960000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,62.9860000,-0.0985119,0.2645768,-0.1967543
MsgID.LOCAL_VELOCITY,62.9860000,0.0000101,-0.0000103,0.0000166
MsgID.GLOBAL_POSITION,0.0000000,-122.3974481,37.7924798,0.1860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,63.2360000,-0.0741236,0.4593699,-0.1863603
MsgID.LOCAL_VELOCITY,63.2360000,0.0000129,-0.0000040,0.0000141
MsgID.GLOBAL_POSITION,0.0000000,-122.3974496,37.7924798,0.1660000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,63.4860000,-0.0676304,0.3225619,-0.1668392
MsgID.LOCAL_VELOCITY,63.4860000,-0.0000126,-0.0000261,0.0000206
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974483,37.7924798,0.1430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,63.7360000,-0.0676304,0.4405876,-0.1431074
MsgID.LOCAL_VELOCITY,63.7360000,-0.0000046,-0.0000071,0.0000116
MsgID.GLOBAL_POSITION,0.0000000,-122.3974490,37.7924798,0.1190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,63.9860000,-0.0676459,0.3799504,-0.1198354
MsgID.LOCAL_VELOCITY,63.9860000,-0.0000080,-0.0000032,0.0000217
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924799,0.1030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,64.2360000,-0.0552180,0.2983166,-0.1032517
MsgID.LOCAL_VELOCITY,64.2360000,0.0000032,-0.0000078,0.0000168
MsgID.GLOBAL_POSITION,0.0000000,-122.3974501,37.7924802,0.0950000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,64.4870000,-0.0253845,0.2825294,-0.0957815
MsgID.LOCAL_VELOCITY,64.4870000,-0.0000170,0.0000168,0.0000081
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974496,37.7924792,0.0990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,64.7360000,-0.1333473,0.3281025,-0.0995098
MsgID.LOCAL_VELOCITY,64.7360000,0.0000024,-0.0000150,0.0000105
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924796,0.1140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,64.9870000,-0.0876171,0.2956067,-0.1145460
MsgID.LOCAL_VELOCITY,64.9870000,-0.0000011,0.0000074,0.0000217
MsgID.LOCAL_POSITION,65.2370000,-0.1657548,0.2033317,-0.1396068
MsgID.LOCAL_VELOCITY,65.2370000,0.0000158,-0.0000193,0.0000192
MsgID.GLOBAL_POSITION,0.0000000,-122.3974510,37.7924789,0.1390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,65.4880000,-0.1920505,0.4145244,-0.1691615
MsgID.LOCAL_VELOCITY,65.4880000,-0.0000125,-0.0000133,0.0000191
MsgID.GLOBAL_POSITION,0.0000000,-122.3974486,37.7924787,0.1690000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,65.7370000,-0.0715972,0.4899027,-0.1989954
MsgID.LOCAL_VELOCITY,65.7370000,0.0000039,-0.0000098,0.0000193
MsgID.GLOBAL_POSITION,0.0000000,-122.3974477,37.7924798,0.1980000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974480,37.7924798,0.2210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,65.9880000,-0.0676304,0.4639832,-0.2217517
MsgID.LOCAL_VELOCITY,65.9880000,0.0000105,-0.0000226,0.0000127
MsgID.GLOBAL_POSITION,0.0000000,-122.3974502,37.7924795,0.2310000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,66.2380000,-0.0987680,0.2696889,-0.2318390
MsgID.LOCAL_VELOCITY,66.2380000,-0.0000039,-0.0000138,0.0000147
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924784,0.2230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,66.4880000,-0.2284565,0.2895568,-0.2235068
MsgID.LOCAL_VELOCITY,66.4880000,0.0000012,-0.0000094,0.0000159
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,66.7390000,-0.2137175,0.3477062,-0.1919577
MsgID.LOCAL_VELOCITY,66.7390000,0.0000068,0.0000036,0.0000129
MsgID.GLOBAL_POSITION,0.0000000,-122.3974493,37.7924785,0.1910000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,66.9900000,-0.1456104,0.1848791,-0.1479975
MsgID.LOCAL_VELOCITY,66.9900000,0.0000198,-0.0000343,0.0000250
MsgID.GLOBAL_POSITION,0.0000000,-122.3974512,37.7924791,0.1470000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,67.2400000,-0.1644783,0.1857520,-0.0879377
MsgID.LOCAL_VELOCITY,67.2400000,0.0000044,-0.0000049,0.0000201
MsgID.GLOBAL_POSITION,0.0000000,-122.3974512,37.7924789,0.0870000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,67.4900000,0.0298146,0.1927044,-0.0351395
MsgID.LOCAL_VELOCITY,67.4900000,0.0000071,-0.0000188,0.0000104
MsgID.GLOBAL_POSITION,0.0000000,-122.3974511,37.7924807,0.0350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,67.7420000,-0.0089452,0.3283903,0.0125363
MsgID.LOCAL_VELOCITY,67.7420000,0.0000052,-0.0000057,0.0000110
MsgID.GLOBAL_POSITION,0.0000000,-122.3974496,37.7924803,-0.0120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974480,37.7924800,-0.0380000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,67.9910000,-0.0481552,0.4697486,0.0384149
MsgID.LOCAL_VELOCITY,67.9910000,-0.0000161,-0.0000053,0.0000120
MsgID.GLOBAL_POSITION,0.0000000,-122.3974479,37.7924809,-0.0430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,68.2420000,0.0491982,0.4726574,0.0430727
MsgID.LOCAL_VELOCITY,68.2420000,-0.0000029,-0.0000009,0.0000086
MsgID.GLOBAL_POSITION,0.0000000,-122.3974476,37.7924790,-0.0260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,68.4920000,-0.1618730,0.5028509,0.0261974
MsgID.LOCAL_VELOCITY,68.4920000,-0.0000276,0.0000033,0.0000114
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974494,37.7924784,0.0070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,68.7420000,-0.2266511,0.3429749,-0.0075731
MsgID.LOCAL_VELOCITY,68.7420000,0.0000023,-0.0000242,0.0000124
MsgID.GLOBAL_POSITION,0.0000000,-122.3974494,37.7924786,0.0500000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,68.9920000,-0.2061346,0.3468347,-0.0506022
MsgID.LOCAL_VELOCITY,68.9920000,0.0000021,-0.0000011,0.0000202
MsgID.GLOBAL_POSITION,0.0000000,-122.3974482,37.7924800,0.0990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,69.2420000,-0.0485317,0.4478306,-0.0995592
MsgID.LOCAL_VELOCITY,69.2420000,0.0000133,-0.0000033,0.0000195
MsgID.GLOBAL_POSITION,0.0000000,-122.3974475,37.7924802,0.1440000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,69.4930000,-0.0293455,0.5135701,-0.1440298
MsgID.LOCAL_VELOCITY,69.4930000,0.0000000,0.0000000,-0.0000000
